Margin(data: [.#.##..#.#], img[2411], T[0,0], d[N])
Margin(data: [#.#.##.###], img[1693], T[1,270], d[N])
Margin(data: [#....###.#], img[1693], T[1,270], d[E])
Margin(data: [#...######], img[1693], T[1,270], d[S])
Margin(data: [#.##.#####], img[1693], T[1,270], d[W])
Margin(data: [.###.##.#.], img[2417], T[0,0], d[N])
Margin(data: [.##.##...#], img[2417], T[0,0], d[E])
Margin(data: [#.##.###.#], img[2417], T[0,0], d[S])
Margin(data: [.###...#.#], img[2417], T[0,0], d[W])
Margin(data: [#.#...###.], img[2417], T[0,90], d[N])
Margin(data: [.###.##.#.], img[2417], T[0,90], d[E])
Margin(data: [#...##.##.], img[2417], T[0,90], d[S])
Margin(data: [#.##.###.#], img[2417], T[0,90], d[W])
Margin(data: [#.###.##.#], img[2417], T[0,180], d[N])
Margin(data: [#.#...###.], img[2417], T[0,180], d[E])
Margin(data: [.#.##.###.], img[2417], T[0,180], d[S])
Margin(data: [#...##.##.], img[2417], T[0,180], d[W])
Margin(data: [.##.##...#], img[2417], T[0,270], d[N])
Margin(data: [#.###.##.#], img[2417], T[0,270], d[E])
Margin(data: [.###...#.#], img[2417], T[0,270], d[S])
Margin(data: [.#.##.###.], img[2417], T[0,270], d[W])
Margin(data: [.#.##.###.], img[2417], T[1,0], d[N])
Margin(data: [.###...#.#], img[2417], T[1,0], d[E])
Margin(data: [#.###.##.#], img[2417], T[1,0], d[S])
Margin(data: [.##.##...#], img[2417], T[1,0], d[W])
Margin(data: [#...##.##.], img[2417], T[1,90], d[N])
Margin(data: [.#.##.###.], img[2417], T[1,90], d[E])
Margin(data: [#.#...###.], img[2417], T[1,90], d[S])
Margin(data: [#.###.##.#], img[2417], T[1,90], d[W])
Margin(data: [#.##.###.#], img[2417], T[1,180], d[N])
Margin(data: [#...##.##.], img[2417], T[1,180], d[E])
Margin(data: [.###.##.#.], img[2417], T[1,180], d[S])
Margin(data: [#.#...###.], img[2417], T[1,180], d[W])
Margin(data: [.###...#.#], img[2417], T[1,270], d[N])
Margin(data: [#.##.###.#], img[2417], T[1,270], d[E])
Margin(data: [.##.##...#], img[2417], T[1,270], d[S])
Margin(data: [.###.##.#.], img[2417], T[1,270], d[W])
Margin(data: [..#.#..#..], img[2879], T[0,0], d[N])
Margin(data: [..##..###.], img[2879], T[0,0], d[E])
Margin(data: [#....#.##.], img[2879], T[0,0], d[S])
Margin(data: [..####.###], img[2879], T[0,0], d[W])
Margin(data: [###.####..], img[2879], T[0,90], d[N])
Margin(data: [..#.#..#..], img[2879], T[0,90], d[E])
Margin(data: [.###..##..], img[2879], T[0,90], d[S])
Margin(data: [#....#.##.], img[2879], T[0,90], d[W])
Margin(data: [.##.#....#], img[2879], T[0,180], d[N])
Margin(data: [###.####..], img[2879], T[0,180], d[E])
Margin(data: [..#..#.#..], img[2879], T[0,180], d[S])
Margin(data: [.###..##..], img[2879], T[0,180], d[W])
Margin(data: [..##..###.], img[2879], T[0,270], d[N])
Margin(data: [.##.#....#], img[2879], T[0,270], d[E])
Margin(data: [..####.###], img[2879], T[0,270], d[S])
Margin(data: [..#..#.#..], img[2879], T[0,270], d[W])
Margin(data: [..#..#.#..], img[2879], T[1,0], d[N])
Margin(data: [..####.###], img[2879], T[1,0], d[E])
Margin(data: [.##.#....#], img[2879], T[1,0], d[S])
Margin(data: [..##..###.], img[2879], T[1,0], d[W])
Margin(data: [.###..##..], img[2879], T[1,90], d[N])
Margin(data: [..#..#.#..], img[2879], T[1,90], d[E])
Margin(data: [###.####..], img[2879], T[1,90], d[S])
Margin(data: [.##.#....#], img[2879], T[1,90], d[W])
Margin(data: [#....#.##.], img[2879], T[1,180], d[N])
Margin(data: [.###..##..], img[2879], T[1,180], d[E])
Margin(data: [..#.#..#..], img[2879], T[1,180], d[S])
Margin(data: [###.####..], img[2879], T[1,180], d[W])
Margin(data: [..####.###], img[2879], T[1,270], d[N])
Margin(data: [#....#.##.], img[2879], T[1,270], d[E])
Margin(data: [..##..###.], img[2879], T[1,270], d[S])
Margin(data: [..#.#..#..], img[2879], T[1,270], d[W])
Margin(data: [.......#.#], img[2851], T[0,0], d[N])
Margin(data: [#...##.###], img[2851], T[0,0], d[E])
Margin(data: [###.###.##], img[2851], T[0,0], d[S])
Margin(data: [..#...#..#], img[2851], T[0,0], d[W])
Margin(data: [#..#...#..], img[2851], T[0,90], d[N])
Margin(data: [.......#.#], img[2851], T[0,90], d[E])
Margin(data: [###.##...#], img[2851], T[0,90], d[S])
Margin(data: [###.###.##], img[2851], T[0,90], d[W])
Margin(data: [##.###.###], img[2851], T[0,180], d[N])
Margin(data: [#..#...#..], img[2851], T[0,180], d[E])
Margin(data: [#.#.......], img[2851], T[0,180], d[S])
Margin(data: [###.##...#], img[2851], T[0,180], d[W])
Margin(data: [#...##.###], img[2851], T[0,270], d[N])
Margin(data: [##.###.###], img[2851], T[0,270], d[E])
Margin(data: [..#...#..#], img[2851], T[0,270], d[S])
Margin(data: [#.#.......], img[2851], T[0,270], d[W])
Margin(data: [#.#.......], img[2851], T[1,0], d[N])
Margin(data: [..#...#..#], img[2851], T[1,0], d[E])
Margin(data: [##.###.###], img[2851], T[1,0], d[S])
Margin(data: [#...##.###], img[2851], T[1,0], d[W])
Margin(data: [###.##...#], img[2851], T[1,90], d[N])
Margin(data: [#.#.......], img[2851], T[1,90], d[E])
Margin(data: [#..#...#..], img[2851], T[1,90], d[S])
Margin(data: [##.###.###], img[2851], T[1,90], d[W])
Margin(data: [###.###.##], img[2851], T[1,180], d[N])
Margin(data: [###.##...#], img[2851], T[1,180], d[E])
Margin(data: [.......#.#], img[2851], T[1,180], d[S])
Margin(data: [#..#...#..], img[2851], T[1,180], d[W])
Margin(data: [..#...#..#], img[2851], T[1,270], d[N])
Margin(data: [###.###.##], img[2851], T[1,270], d[E])
Margin(data: [#...##.###], img[2851], T[1,270], d[S])
Margin(data: [.......#.#], img[2851], T[1,270], d[W])
Margin(data: [.....##.##], img[3931], T[0,0], d[N])
Margin(data: [#.##.###.#], img[3931], T[0,0], d[E])
Margin(data: [##....#.##], img[3931], T[0,0], d[S])
Margin(data: [.#####...#], img[3931], T[0,0], d[W])
Margin(data: [#...#####.], img[3931], T[0,90], d[N])
Margin(data: [.....##.##], img[3931], T[0,90], d[E])
Margin(data: [#.###.##.#], img[3931], T[0,90], d[S])
Margin(data: [##....#.##], img[3931], T[0,90], d[W])
Margin(data: [##.#....##], img[3931], T[0,180], d[N])
Margin(data: [#...#####.], img[3931], T[0,180], d[E])
Margin(data: [##.##.....], img[3931], T[0,180], d[S])
Margin(data: [#.###.##.#], img[3931], T[0,180], d[W])
Margin(data: [#.##.###.#], img[3931], T[0,270], d[N])
Margin(data: [##.#....##], img[3931], T[0,270], d[E])
Margin(data: [.#####...#], img[3931], T[0,270], d[S])
Margin(data: [##.##.....], img[3931], T[0,270], d[W])
Margin(data: [##.##.....], img[3931], T[1,0], d[N])
Margin(data: [.#####...#], img[3931], T[1,0], d[E])
Margin(data: [##.#....##], img[3931], T[1,0], d[S])
Margin(data: [#.##.###.#], img[3931], T[1,0], d[W])
Margin(data: [#.###.##.#], img[3931], T[1,90], d[N])
Margin(data: [##.##.....], img[3931], T[1,90], d[E])
Margin(data: [#...#####.], img[3931], T[1,90], d[S])
Margin(data: [##.#....##], img[3931], T[1,90], d[W])
Margin(data: [##....#.##], img[3931], T[1,180], d[N])
Margin(data: [#.###.##.#], img[3931], T[1,180], d[E])
Margin(data: [.....##.##], img[3931], T[1,180], d[S])
Margin(data: [#...#####.], img[3931], T[1,180], d[W])
Margin(data: [.#####...#], img[3931], T[1,270], d[N])
Margin(data: [##....#.##], img[3931], T[1,270], d[E])
Margin(data: [#.##.###.#], img[3931], T[1,270], d[S])
Margin(data: [.....##.##], img[3931], T[1,270], d[W])
Margin(data: [...##...#.], img[3181], T[0,0], d[N])
Margin(data: [.#####..#.], img[3181], T[0,0], d[E])
Margin(data: [###..###..], img[3181], T[0,0], d[S])
Margin(data: [..###.####], img[3181], T[0,0], d[W])
Margin(data: [####.###..], img[3181], T[0,90], d[N])
Margin(data: [...##...#.], img[3181], T[0,90], d[E])
Margin(data: [.#..#####.], img[3181], T[0,90], d[S])
Margin(data: [###..###..], img[3181], T[0,90], d[W])
Margin(data: [..###..###], img[3181], T[0,180], d[N])
Margin(data: [####.###..], img[3181], T[0,180], d[E])
Margin(data: [.#...##...], img[3181], T[0,180], d[S])
Margin(data: [.#..#####.], img[3181], T[0,180], d[W])
Margin(data: [.#####..#.], img[3181], T[0,270], d[N])
Margin(data: [..###..###], img[3181], T[0,270], d[E])
Margin(data: [..###.####], img[3181], T[0,270], d[S])
Margin(data: [.#...##...], img[3181], T[0,270], d[W])
Margin(data: [.#...##...], img[3181], T[1,0], d[N])
Margin(data: [..###.####], img[3181], T[1,0], d[E])
Margin(data: [..###..###], img[3181], T[1,0], d[S])
Margin(data: [.#####..#.], img[3181], T[1,0], d[W])
Margin(data: [.#..#####.], img[3181], T[1,90], d[N])
Margin(data: [.#...##...], img[3181], T[1,90], d[E])
Margin(data: [####.###..], img[3181], T[1,90], d[S])
Margin(data: [..###..###], img[3181], T[1,90], d[W])
Margin(data: [###..###..], img[3181], T[1,180], d[N])
Margin(data: [.#..#####.], img[3181], T[1,180], d[E])
Margin(data: [...##...#.], img[3181], T[1,180], d[S])
Margin(data: [####.###..], img[3181], T[1,180], d[W])
Margin(data: [..###.####], img[3181], T[1,270], d[N])
Margin(data: [###..###..], img[3181], T[1,270], d[E])
Margin(data: [.#####..#.], img[3181], T[1,270], d[S])
Margin(data: [...##...#.], img[3181], T[1,270], d[W])
Margin(data: [#..#..#.##], img[2647], T[0,0], d[N])
Margin(data: [##.####.#.], img[2647], T[0,0], d[E])
Margin(data: [####...#..], img[2647], T[0,0], d[S])
Margin(data: [###..#.###], img[2647], T[0,0], d[W])
Margin(data: [###.#..###], img[2647], T[0,90], d[N])
Margin(data: [#..#..#.##], img[2647], T[0,90], d[E])
Margin(data: [.#.####.##], img[2647], T[0,90], d[S])
Margin(data: [####...#..], img[2647], T[0,90], d[W])
Margin(data: [..#...####], img[2647], T[0,180], d[N])
Margin(data: [###.#..###], img[2647], T[0,180], d[E])
Margin(data: [##.#..#..#], img[2647], T[0,180], d[S])
Margin(data: [.#.####.##], img[2647], T[0,180], d[W])
Margin(data: [##.####.#.], img[2647], T[0,270], d[N])
Margin(data: [..#...####], img[2647], T[0,270], d[E])
Margin(data: [###..#.###], img[2647], T[0,270], d[S])
Margin(data: [##.#..#..#], img[2647], T[0,270], d[W])
Margin(data: [##.#..#..#], img[2647], T[1,0], d[N])
Margin(data: [###..#.###], img[2647], T[1,0], d[E])
Margin(data: [..#...####], img[2647], T[1,0], d[S])
Margin(data: [##.####.#.], img[2647], T[1,0], d[W])
Margin(data: [.#.####.##], img[2647], T[1,90], d[N])
Margin(data: [##.#..#..#], img[2647], T[1,90], d[E])
Margin(data: [###.#..###], img[2647], T[1,90], d[S])
Margin(data: [..#...####], img[2647], T[1,90], d[W])
Margin(data: [####...#..], img[2647], T[1,180], d[N])
Margin(data: [.#.####.##], img[2647], T[1,180], d[E])
Margin(data: [#..#..#.##], img[2647], T[1,180], d[S])
Margin(data: [###.#..###], img[2647], T[1,180], d[W])
Margin(data: [###..#.###], img[2647], T[1,270], d[N])
Margin(data: [####...#..], img[2647], T[1,270], d[E])
Margin(data: [##.####.#.], img[2647], T[1,270], d[S])
Margin(data: [#..#..#.##], img[2647], T[1,270], d[W])
Margin(data: [..#..###..], img[2441], T[0,0], d[N])
Margin(data: [.#.###.#..], img[2441], T[0,0], d[E])
Margin(data: [#.#.##.#..], img[2441], T[0,0], d[S])
Margin(data: [.###..#..#], img[2441], T[0,0], d[W])
Margin(data: [#..#..###.], img[2441], T[0,90], d[N])
Margin(data: [..#..###..], img[2441], T[0,90], d[E])
Margin(data: [..#.###.#.], img[2441], T[0,90], d[S])
Margin(data: [#.#.##.#..], img[2441], T[0,90], d[W])
Margin(data: [..#.##.#.#], img[2441], T[0,180], d[N])
Margin(data: [#..#..###.], img[2441], T[0,180], d[E])
Margin(data: [..###..#..], img[2441], T[0,180], d[S])
Margin(data: [..#.###.#.], img[2441], T[0,180], d[W])
Margin(data: [.#.###.#..], img[2441], T[0,270], d[N])
Margin(data: [..#.##.#.#], img[2441], T[0,270], d[E])
Margin(data: [.###..#..#], img[2441], T[0,270], d[S])
Margin(data: [..###..#..], img[2441], T[0,270], d[W])
Margin(data: [..###..#..], img[2441], T[1,0], d[N])
Margin(data: [.###..#..#], img[2441], T[1,0], d[E])
Margin(data: [..#.##.#.#], img[2441], T[1,0], d[S])
Margin(data: [.#.###.#..], img[2441], T[1,0], d[W])
Margin(data: [..#.###.#.], img[2441], T[1,90], d[N])
Margin(data: [..###..#..], img[2441], T[1,90], d[E])
Margin(data: [#..#..###.], img[2441], T[1,90], d[S])
Margin(data: [..#.##.#.#], img[2441], T[1,90], d[W])
Margin(data: [#.#.##.#..], img[2441], T[1,180], d[N])
Margin(data: [..#.###.#.], img[2441], T[1,180], d[E])
Margin(data: [..#..###..], img[2441], T[1,180], d[S])
Margin(data: [#..#..###.], img[2441], T[1,180], d[W])
Margin(data: [.###..#..#], img[2441], T[1,270], d[N])
Margin(data: [#.#.##.#..], img[2441], T[1,270], d[E])
Margin(data: [.#.###.#..], img[2441], T[1,270], d[S])
Margin(data: [..#..###..], img[2441], T[1,270], d[W])
Margin(data: [...#....##], img[3733], T[0,0], d[N])
Margin(data: [##...##..#], img[3733], T[0,0], d[E])
Margin(data: [.#..####.#], img[3733], T[0,0], d[S])
Margin(data: [...#.#..#.], img[3733], T[0,0], d[W])
Margin(data: [.#..#.#...], img[3733], T[0,90], d[N])
Margin(data: [...#....##], img[3733], T[0,90], d[E])
Margin(data: [#..##...##], img[3733], T[0,90], d[S])
Margin(data: [.#..####.#], img[3733], T[0,90], d[W])
Margin(data: [#.####..#.], img[3733], T[0,180], d[N])
Margin(data: [.#..#.#...], img[3733], T[0,180], d[E])
Margin(data: [##....#...], img[3733], T[0,180], d[S])
Margin(data: [#..##...##], img[3733], T[0,180], d[W])
Margin(data: [##...##..#], img[3733], T[0,270], d[N])
Margin(data: [#.####..#.], img[3733], T[0,270], d[E])
Margin(data: [...#.#..#.], img[3733], T[0,270], d[S])
Margin(data: [##....#...], img[3733], T[0,270], d[W])
Margin(data: [##....#...], img[3733], T[1,0], d[N])
Margin(data: [...#.#..#.], img[3733], T[1,0], d[E])
Margin(data: [#.####..#.], img[3733], T[1,0], d[S])
Margin(data: [##...##..#], img[3733], T[1,0], d[W])
Margin(data: [#..##...##], img[3733], T[1,90], d[N])
Margin(data: [##....#...], img[3733], T[1,90], d[E])
Margin(data: [.#..#.#...], img[3733], T[1,90], d[S])
Margin(data: [#.####..#.], img[3733], T[1,90], d[W])
Margin(data: [.#..####.#], img[3733], T[1,180], d[N])
Margin(data: [#..##...##], img[3733], T[1,180], d[E])
Margin(data: [...#....##], img[3733], T[1,180], d[S])
Margin(data: [.#..#.#...], img[3733], T[1,180], d[W])
Margin(data: [...#.#..#.], img[3733], T[1,270], d[N])
Margin(data: [.#..####.#], img[3733], T[1,270], d[E])
Margin(data: [##...##..#], img[3733], T[1,270], d[S])
Margin(data: [...#....##], img[3733], T[1,270], d[W])
Margin(data: [#.#.#.#.##], img[1607], T[0,0], d[N])
Margin(data: [#..##..#.#], img[1607], T[0,0], d[E])
Margin(data: [..#.######], img[1607], T[0,0], d[S])
Margin(data: [##...##.#.], img[1607], T[0,0], d[W])
Margin(data: [.#.##...##], img[1607], T[0,90], d[N])
Margin(data: [#.#.#.#.##], img[1607], T[0,90], d[E])
Margin(data: [#.#..##..#], img[1607], T[0,90], d[S])
Margin(data: [..#.######], img[1607], T[0,90], d[W])
Margin(data: [######.#..], img[1607], T[0,180], d[N])
Margin(data: [.#.##...##], img[1607], T[0,180], d[E])
Margin(data: [##.#.#.#.#], img[1607], T[0,180], d[S])
Margin(data: [#.#..##..#], img[1607], T[0,180], d[W])
Margin(data: [#..##..#.#], img[1607], T[0,270], d[N])
Margin(data: [######.#..], img[1607], T[0,270], d[E])
Margin(data: [##...##.#.], img[1607], T[0,270], d[S])
Margin(data: [##.#.#.#.#], img[1607], T[0,270], d[W])
Margin(data: [##.#.#.#.#], img[1607], T[1,0], d[N])
Margin(data: [##...##.#.], img[1607], T[1,0], d[E])
Margin(data: [######.#..], img[1607], T[1,0], d[S])
Margin(data: [#..##..#.#], img[1607], T[1,0], d[W])
Margin(data: [#.#..##..#], img[1607], T[1,90], d[N])
Margin(data: [##.#.#.#.#], img[1607], T[1,90], d[E])
Margin(data: [.#.##...##], img[1607], T[1,90], d[S])
Margin(data: [######.#..], img[1607], T[1,90], d[W])
Margin(data: [..#.######], img[1607], T[1,180], d[N])
Margin(data: [#.#..##..#], img[1607], T[1,180], d[E])
Margin(data: [#.#.#.#.##], img[1607], T[1,180], d[S])
Margin(data: [.#.##...##], img[1607], T[1,180], d[W])
Margin(data: [##...##.#.], img[1607], T[1,270], d[N])
Margin(data: [..#.######], img[1607], T[1,270], d[E])
Margin(data: [#..##..#.#], img[1607], T[1,270], d[S])
Margin(data: [#.#.#.#.##], img[1607], T[1,270], d[W])
Margin(data: [....##...#], img[3301], T[0,0], d[N])
Margin(data: [##...##.#.], img[3301], T[0,0], d[E])
Margin(data: [..#######.], img[3301], T[0,0], d[S])
Margin(data: [.#.###....], img[3301], T[0,0], d[W])
Margin(data: [....###.#.], img[3301], T[0,90], d[N])
Margin(data: [....##...#], img[3301], T[0,90], d[E])
Margin(data: [.#.##...##], img[3301], T[0,90], d[S])
Margin(data: [..#######.], img[3301], T[0,90], d[W])
Margin(data: [.#######..], img[3301], T[0,180], d[N])
Margin(data: [....###.#.], img[3301], T[0,180], d[E])
Margin(data: [#...##....], img[3301], T[0,180], d[S])
Margin(data: [.#.##...##], img[3301], T[0,180], d[W])
Margin(data: [##...##.#.], img[3301], T[0,270], d[N])
Margin(data: [.#######..], img[3301], T[0,270], d[E])
Margin(data: [.#.###....], img[3301], T[0,270], d[S])
Margin(data: [#...##....], img[3301], T[0,270], d[W])
Margin(data: [#...##....], img[3301], T[1,0], d[N])
Margin(data: [.#.###....], img[3301], T[1,0], d[E])
Margin(data: [.#######..], img[3301], T[1,0], d[S])
Margin(data: [##...##.#.], img[3301], T[1,0], d[W])
Margin(data: [.#.##...##], img[3301], T[1,90], d[N])
Margin(data: [#...##....], img[3301], T[1,90], d[E])
Margin(data: [....###.#.], img[3301], T[1,90], d[S])
Margin(data: [.#######..], img[3301], T[1,90], d[W])
Margin(data: [..#######.], img[3301], T[1,180], d[N])
Margin(data: [.#.##...##], img[3301], T[1,180], d[E])
Margin(data: [....##...#], img[3301], T[1,180], d[S])
Margin(data: [....###.#.], img[3301], T[1,180], d[W])
Margin(data: [.#.###....], img[3301], T[1,270], d[N])
Margin(data: [..#######.], img[3301], T[1,270], d[E])
Margin(data: [##...##.#.], img[3301], T[1,270], d[S])
Margin(data: [....##...#], img[3301], T[1,270], d[W])
Margin(data: [..#...###.], img[1109], T[0,0], d[N])
Margin(data: [.#.....##.], img[1109], T[0,0], d[E])
Margin(data: [###.#...#.], img[1109], T[0,0], d[S])
Margin(data: [..#.###..#], img[1109], T[0,0], d[W])
Margin(data: [#..###.#..], img[1109], T[0,90], d[N])
Margin(data: [..#...###.], img[1109], T[0,90], d[E])
Margin(data: [.##.....#.], img[1109], T[0,90], d[S])
Margin(data: [###.#...#.], img[1109], T[0,90], d[W])
Margin(data: [.#...#.###], img[1109], T[0,180], d[N])
Margin(data: [#..###.#..], img[1109], T[0,180], d[E])
Margin(data: [.###...#..], img[1109], T[0,180], d[S])
Margin(data: [.##.....#.], img[1109], T[0,180], d[W])
Margin(data: [.#.....##.], img[1109], T[0,270], d[N])
Margin(data: [.#...#.###], img[1109], T[0,270], d[E])
Margin(data: [..#.###..#], img[1109], T[0,270], d[S])
Margin(data: [.###...#..], img[1109], T[0,270], d[W])
Margin(data: [.###...#..], img[1109], T[1,0], d[N])
Margin(data: [..#.###..#], img[1109], T[1,0], d[E])
Margin(data: [.#...#.###], img[1109], T[1,0], d[S])
Margin(data: [.#.....##.], img[1109], T[1,0], d[W])
Margin(data: [.##.....#.], img[1109], T[1,90], d[N])
Margin(data: [.###...#..], img[1109], T[1,90], d[E])
Margin(data: [#..###.#..], img[1109], T[1,90], d[S])
Margin(data: [.#...#.###], img[1109], T[1,90], d[W])
Margin(data: [###.#...#.], img[1109], T[1,180], d[N])
Margin(data: [.##.....#.], img[1109], T[1,180], d[E])
Margin(data: [..#...###.], img[1109], T[1,180], d[S])
Margin(data: [#..###.#..], img[1109], T[1,180], d[W])
Margin(data: [..#.###..#], img[1109], T[1,270], d[N])
Margin(data: [###.#...#.], img[1109], T[1,270], d[E])
Margin(data: [.#.....##.], img[1109], T[1,270], d[S])
Margin(data: [..#...###.], img[1109], T[1,270], d[W])
Margin(data: [.#.#.####.], img[2789], T[0,0], d[N])
Margin(data: [...#.##.#.], img[2789], T[0,0], d[E])
Margin(data: [#...#..#..], img[2789], T[0,0], d[S])
Margin(data: [..##...#.#], img[2789], T[0,0], d[W])
Margin(data: [#.#...##..], img[2789], T[0,90], d[N])
Margin(data: [.#.#.####.], img[2789], T[0,90], d[E])
Margin(data: [.#.##.#...], img[2789], T[0,90], d[S])
Margin(data: [#...#..#..], img[2789], T[0,90], d[W])
Margin(data: [..#..#...#], img[2789], T[0,180], d[N])
Margin(data: [#.#...##..], img[2789], T[0,180], d[E])
Margin(data: [.####.#.#.], img[2789], T[0,180], d[S])
Margin(data: [.#.##.#...], img[2789], T[0,180], d[W])
Margin(data: [...#.##.#.], img[2789], T[0,270], d[N])
Margin(data: [..#..#...#], img[2789], T[0,270], d[E])
Margin(data: [..##...#.#], img[2789], T[0,270], d[S])
Margin(data: [.####.#.#.], img[2789], T[0,270], d[W])
Margin(data: [.####.#.#.], img[2789], T[1,0], d[N])
Margin(data: [..##...#.#], img[2789], T[1,0], d[E])
Margin(data: [..#..#...#], img[2789], T[1,0], d[S])
Margin(data: [...#.##.#.], img[2789], T[1,0], d[W])
Margin(data: [.#.##.#...], img[2789], T[1,90], d[N])
Margin(data: [.####.#.#.], img[2789], T[1,90], d[E])
Margin(data: [#.#...##..], img[2789], T[1,90], d[S])
Margin(data: [..#..#...#], img[2789], T[1,90], d[W])
Margin(data: [#...#..#..], img[2789], T[1,180], d[N])
Margin(data: [.#.##.#...], img[2789], T[1,180], d[E])
Margin(data: [.#.#.####.], img[2789], T[1,180], d[S])
Margin(data: [#.#...##..], img[2789], T[1,180], d[W])
Margin(data: [..##...#.#], img[2789], T[1,270], d[N])
Margin(data: [#...#..#..], img[2789], T[1,270], d[E])
Margin(data: [...#.##.#.], img[2789], T[1,270], d[S])
Margin(data: [.#.#.####.], img[2789], T[1,270], d[W])
Margin(data: [...#.#.#.#], img[2593], T[0,0], d[N])
Margin(data: [##..##.#..], img[2593], T[0,0], d[E])
Margin(data: [.#....###.], img[2593], T[0,0], d[S])
Margin(data: [.#.#.####.], img[2593], T[0,0], d[W])
Margin(data: [.####.#.#.], img[2593], T[0,90], d[N])
Margin(data: [...#.#.#.#], img[2593], T[0,90], d[E])
Margin(data: [..#.##..##], img[2593], T[0,90], d[S])
Margin(data: [.#....###.], img[2593], T[0,90], d[W])
Margin(data: [.###....#.], img[2593], T[0,180], d[N])
Margin(data: [.####.#.#.], img[2593], T[0,180], d[E])
Margin(data: [#.#.#.#...], img[2593], T[0,180], d[S])
Margin(data: [..#.##..##], img[2593], T[0,180], d[W])
Margin(data: [##..##.#..], img[2593], T[0,270], d[N])
Margin(data: [.###....#.], img[2593], T[0,270], d[E])
Margin(data: [.#.#.####.], img[2593], T[0,270], d[S])
Margin(data: [#.#.#.#...], img[2593], T[0,270], d[W])
Margin(data: [#.#.#.#...], img[2593], T[1,0], d[N])
Margin(data: [.#.#.####.], img[2593], T[1,0], d[E])
Margin(data: [.###....#.], img[2593], T[1,0], d[S])
Margin(data: [##..##.#..], img[2593], T[1,0], d[W])
Margin(data: [..#.##..##], img[2593], T[1,90], d[N])
Margin(data: [#.#.#.#...], img[2593], T[1,90], d[E])
Margin(data: [.####.#.#.], img[2593], T[1,90], d[S])
Margin(data: [.###....#.], img[2593], T[1,90], d[W])
Margin(data: [.#....###.], img[2593], T[1,180], d[N])
Margin(data: [..#.##..##], img[2593], T[1,180], d[E])
Margin(data: [...#.#.#.#], img[2593], T[1,180], d[S])
Margin(data: [.####.#.#.], img[2593], T[1,180], d[W])
Margin(data: [.#.#.####.], img[2593], T[1,270], d[N])
Margin(data: [.#....###.], img[2593], T[1,270], d[E])
Margin(data: [##..##.#..], img[2593], T[1,270], d[S])
Margin(data: [...#.#.#.#], img[2593], T[1,270], d[W])
Margin(data: [...###..#.], img[2539], T[0,0], d[N])
Margin(data: [..#...#..#], img[2539], T[0,0], d[E])
Margin(data: [.###.#.#.#], img[2539], T[0,0], d[S])
Margin(data: [.......##.], img[2539], T[0,0], d[W])
Margin(data: [.##.......], img[2539], T[0,90], d[N])
Margin(data: [...###..#.], img[2539], T[0,90], d[E])
Margin(data: [#..#...#..], img[2539], T[0,90], d[S])
Margin(data: [.###.#.#.#], img[2539], T[0,90], d[W])
Margin(data: [#.#.#.###.], img[2539], T[0,180], d[N])
Margin(data: [.##.......], img[2539], T[0,180], d[E])
Margin(data: [.#..###...], img[2539], T[0,180], d[S])
Margin(data: [#..#...#..], img[2539], T[0,180], d[W])
Margin(data: [..#...#..#], img[2539], T[0,270], d[N])
Margin(data: [#.#.#.###.], img[2539], T[0,270], d[E])
Margin(data: [.......##.], img[2539], T[0,270], d[S])
Margin(data: [.#..###...], img[2539], T[0,270], d[W])
Margin(data: [.#..###...], img[2539], T[1,0], d[N])
Margin(data: [.......##.], img[2539], T[1,0], d[E])
Margin(data: [#.#.#.###.], img[2539], T[1,0], d[S])
Margin(data: [..#...#..#], img[2539], T[1,0], d[W])
Margin(data: [#..#...#..], img[2539], T[1,90], d[N])
Margin(data: [.#..###...], img[2539], T[1,90], d[E])
Margin(data: [.##.......], img[2539], T[1,90], d[S])
Margin(data: [#.#.#.###.], img[2539], T[1,90], d[W])
Margin(data: [.###.#.#.#], img[2539], T[1,180], d[N])
Margin(data: [#..#...#..], img[2539], T[1,180], d[E])
Margin(data: [...###..#.], img[2539], T[1,180], d[S])
Margin(data: [.##.......], img[2539], T[1,180], d[W])
Margin(data: [.......##.], img[2539], T[1,270], d[N])
Margin(data: [.###.#.#.#], img[2539], T[1,270], d[E])
Margin(data: [..#...#..#], img[2539], T[1,270], d[S])
Margin(data: [...###..#.], img[2539], T[1,270], d[W])
Margin(data: [##.##.#...], img[3307], T[0,0], d[N])
Margin(data: [..##....#.], img[3307], T[0,0], d[E])
Margin(data: [####.#....], img[3307], T[0,0], d[S])
Margin(data: [#.##.#.###], img[3307], T[0,0], d[W])
Margin(data: [###.#.##.#], img[3307], T[0,90], d[N])
Margin(data: [##.##.#...], img[3307], T[0,90], d[E])
Margin(data: [.#....##..], img[3307], T[0,90], d[S])
Margin(data: [####.#....], img[3307], T[0,90], d[W])
Margin(data: [....#.####], img[3307], T[0,180], d[N])
Margin(data: [###.#.##.#], img[3307], T[0,180], d[E])
Margin(data: [...#.##.##], img[3307], T[0,180], d[S])
Margin(data: [.#....##..], img[3307], T[0,180], d[W])
Margin(data: [..##....#.], img[3307], T[0,270], d[N])
Margin(data: [....#.####], img[3307], T[0,270], d[E])
Margin(data: [#.##.#.###], img[3307], T[0,270], d[S])
Margin(data: [...#.##.##], img[3307], T[0,270], d[W])
Margin(data: [...#.##.##], img[3307], T[1,0], d[N])
